Date Posted,Link,Text,Region
3/4/2020,https://www.poynter.org/?ifcn_misinformation=the-obama-administration-made-a-decision-on-testing-that-turned-out-to-be-very-detrimental-to-what-were-doing-on-the-coronavirus," ""The Obama administration made a decision on testing that turned out to be very detrimental to what we're doing"" on the coronavirus.		",United States
3/4/2020,https://www.poynter.org/?ifcn_misinformation=the-obama-administration-didnt-do-anything-about-swine-flu," The Obama administration ""didn't do anything about"" swine flu.		",United States
3/4/2020,https://www.poynter.org/?ifcn_misinformation=trumps-effort-to-blame-obama-for-sluggish-coronavirus-testing," Trump's effort to blame Obama for sluggish coronavirus testing.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=medical-book-states-that-coronavirus-is-just-a-common-cold," Medical book states that coronavirus is just a common cold.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=does-france-underestimate-the-outbreak," Does France underestimate the outbreak?		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=a-confidential-governmental-document-proves-that-the-government-has-decided-to-postpone-local-elections-in-france-because-of-the-outbreak," A confidential governmental document proves that the government has decided to postpone local elections in France because of the outbreak.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=there-is-a-connection-between-5g-and-covid-19," There is a connection between 5G and Covid-19.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=unicef-recommandations-coronavirus-is-large-in-size-where-the-cell-diameter-is-400-500-micro-and-for-this-reason-any-mask-prevents-its-entry-so-there-is-no-need-to-use-pharmacists-to-trade-muzzles-t, UNICEF recommendations,India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=a-shaheen-bagh-protestor-in-india-was-claimed-to-have-coronavirus," A Shaheen Bagh protest in India was claimed to have coronavirus.		",India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=runny-nose-and-coughing-sputum-suggest-that-one-does-not-have-covid-19-they-are-not-symptoms-of-covid-19," Runny nose and coughing sputum are not symptoms of COVID-19.		",India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=precautionary-measures-suggested-by-the-unicef," Precautionary measures suggested by UNICEF.		",India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=who-has-issued-advisory-against-buying-of-holi-colors-from-coronavirus-hit-china-2," The WHO has issued an alert against buying holy colors from China		",India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=precautionary-measures-suggested-by-the-unicef-2," Precautionary measures suggested by UNICEF.		",India
3/5/2020,https://www.poynter.org/?ifcn_misinformation=a-post-says-that-there-is-a-movie-that-predicted-the-pandemic-and-its-called-coronavirus," A post says that there is a movie that predicted the pandemic and it's called ""Coronavirus"".		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=article-says-that-the-vatican-confirmed-that-the-pope-and-two-assistants-have-coronavirus," Article says that the Vatican confirmed that the Pope and two assistants have coronavirus.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=a-patent-that-is-being-shared-to-claim-covid-19-is-old," A patent that is being shared to claim COVID-19 is old.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=no-work-in-several-regions-of-spain-due-to-coronavirus," No work in several regions of Spain due to coronavirus.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=86-clients-of-a-brothel-in-quarentine-after-a-prostituted-tested-positive-in-coronavirus," 86 clients of a brothel in quarantine after a prostituted tested positive in coronavirus.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=vitamin-c-is-a-miracle-cure-for-the-novel-coronavirus," Vitamin C is a miracle cure for the novel coronavirus.		",Europe
3/5/2020,https://www.poynter.org/?ifcn_misinformation=shanghai-government-officially-recommends-vitamin-c-for-covid-19," Shanghai government officially recommends Vitamin C for COVID-19.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=donating-plasma-or-blood-is-free-testing-for-the-coronavirus," Donating plasma or blood is free testing for the coronavirus.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=novel-coronavirus-has-99-7-survival-rate," Novel coronavirus has a 99.7% survival rate.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-test-does-costs-3200," The coronavirus test costs $3,200.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=every-election-year-has-a-disease-coronavirus-has-a-contagion-factor-of-2-coronavirus-has-a-cure-rate-of-99-7-for-those-under-50-it-infects," Every election year has a disease; coronavirus has a contagion factor of 2 and a cure rate of 99.7% for those under 50 it infects.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-outbreak-is-not-actually-caused-by-a-virus-but-by-5g-technology," The coronavirus outbreak is caused by 5G technology.		",United States
3/5/2020,https://www.poynter.org/?ifcn_misinformation=says-donald-trump-tweeted-corona-vaccine-from-israel-stock-market-up-economy-even-stronger-now-besides-us-israel-best-at-inventions-judaism-olives-wonderful-vaccine-will-stop-corona," President Donald Trump tweeted, ""Coronavirus vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",United States
3/6/2020,https://www.poynter.org/?ifcn_misinformation=homeopathic-product-oscillococcinum-protects-against-covid-19," Homeopathic product Oscillococcinum protects against COVID-19.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=38-of-americans-wont-buy-corona-beer-due-to-the-coronavirus," 38 % of Americans won't buy Corona beer due to the coronavirus.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-saying-that-people-who-died-after-being-infected-by-the-novel-coronavirus-cant-receive-any-mortuary-care," People who died after being infected by the novel coronavirus can't receive any mortuary care.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=pope-francis-contacted-coronavirus," Pope Francis contacted coronavirus.		",India
3/6/2020,https://www.poynter.org/?ifcn_misinformation=chinese-president-xi-jinping-visited-muslims-to-understand-why-muslims-are-not-contracting-covid-19," Chinese President Xi Jinping visited Muslims to understand why they are not contracting COVID-19.		",India
3/6/2020,https://www.poynter.org/?ifcn_misinformation=aaj-tak-channel-telecasted-a-program-that-said-drinking-alcohol-or-smoking-weed-can-cure-covid-19," Aaj Tak channel aired a program that said drinking alcohol or smoking weed can cure COVID-19.		",India
3/6/2020,https://www.poynter.org/?ifcn_misinformation=girl-infected-with-coronavirus-found-dead-in-her-apartment-in-delhi," Girl infected with coronavirus found dead in her apartment in Delhi.		",India
3/6/2020,https://www.poynter.org/?ifcn_misinformation=increasing-border-controls-will-stop-coronavirus-from-spreading," Increasing border controls will stop coronavirus from spreading.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-suggests-holding-the-breath-during-10-seconds-and-drink-water-every-15-minutes-are-effective-methods-fighting-coronavirus," Holding your breath for 10sec can determine if you have COVID-19 and you should drink water every 15 minutes.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=medical-center-in-el-cachorro-sevilla-closed-due-to-possible-coronavirus-infected-person," Medical Center in El Cachorro (Sevilla) closed due to a possible coronavirus infected person.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=medical-report-of-hospital-general-universitario-santa-lucia-de-cartagena-murcia-ifrom-a-person-with-possible-coronavirus," Medical report of Hospital General Universitario Santa Luc¡a de Cartagena (Murcia) from a person with possible coronavirus.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=it-is-a-designed-virus-ordered-to-laboratories-by-christine-lagarde-when-she-was-in-the-imf-and-she-said-that-old-people-live-too-long-and-this-is-a-risk-for-the-global-economy-we-must-do-something," It is a designed virus ordered to laboratories by Christine Lagarde when she was in the IMF. She said that ""old people live too long and this is a risk for the global economy. We must do something, urgently.""		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-suggests-holding-the-breath-during-10-seconds-and-drink-water-every-15-minutes-are-effective-methods-fighting-coronavirus-2," WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus.		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-message-suggests-holding-the-breath-during-10-seconds-and-drink-water-every-15-minutes-are-effective-methods-fighting-coronavirus-3," WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..		",Europe
3/6/2020,https://www.poynter.org/?ifcn_misinformation=bloggers-say-nancy-pelosi-delayed-coronavirus-funding-so-dems-could-campaign-on-it," Bloggers say Nancy Pelosi delayed coronavirus funding so ""Dems could campaign on it.""		",United States
3/6/2020,https://www.poynter.org/?ifcn_misinformation=mayor-of-buffalo-told-people-to-evacuate-due-to-coronavirus-outbreak," The mayor Of Buffalo told people to evacuate due to the coronavirus outbreak.		",United States
3/6/2020,https://www.poynter.org/?ifcn_misinformation=cdc-published-sponsored-facebook-post-asking-for-help-with-escaped-coronavirus-patient," CDC sponsored Facebook post asking for help with ""escaped"" coronavirus patient.		",United States
3/6/2020,https://www.poynter.org/?ifcn_misinformation=if-the-coronavirus-gets-in-your-mouth-drinking-water-or-other-liquids-will-wash-them-down-through-your-esophagus-and-into-the-stomach-once-there-in-tummy-your-stomach-acid-will-kill-all-the-vir," If the coronavirus gets in your mouth, ""drinking water or other liquids will wash them down through your esophagus and into the stomach. Once there, your stomach acid will kill all of the virus.""		",United States
3/6/2020,https://www.poynter.org/?ifcn_misinformation=anybody-that-wants-a-test-for-the-coronavirus-can-get-a-test," ""Anybody that wants a test (for the coronavirus) can get a test.""		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=is-it-true-that-people-cant-use-the-right-of-withdrawal-at-work-because-of-the-outbreak," People can't use the right of withdrawal at work because of the outbreak.		",Europe
3/7/2020,https://www.poynter.org/?ifcn_misinformation=did-the-coronavirus-mutated-and-became-more-agressive," Did the coronavirus mutate and became more aggressive?		",Europe
3/7/2020,https://www.poynter.org/?ifcn_misinformation=telangana-ministry-in-india-distributed-homeopathic-tablets-claimed-to-prevent-covid-19," Telangana Ministry in India distributed homeopathic tablets claiming to prevent COVID-19.		",India
3/7/2020,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-are-being-caught-on-highways-in-china," Coronavirus patients are being caught on highways in China.		",India
3/7/2020,https://www.poynter.org/?ifcn_misinformation=cocaine-cures-covid-19," Cocaine cures COVID-19.		",India
3/7/2020,https://www.poynter.org/?ifcn_misinformation=was-vietnam-the-first-country-to-contain-and-develop-a-quick-test-for-sars-and-covid-19," Vietnam was the first country to contain and develop a quick test for SARS and COVID-19.		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=consuming-coloidal-silver-can-prevent-or-treat-novel-coronavirus," Consuming colloidal silver can prevent or treat novel coronavirus.		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=as-of-march-7-2020-tanzania-and-zambia-had-confirmed-first-cases-of-coronavirus," As of 3/7/20, Tanzania and Zambia had confirmed fist cases of the new coronavirus.		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=a-facebook-post-shared-25000-times-features-an-image-of-a-letter-purportedly-from-a-us-hospital-recommending-people-drink-alcohol-to-help-reduce-the-risks-of-novel-coronavirus-infection," A Facebook post shared 25,000 times features an image of a letter purportedly from a U.S. hospital recommending people drink alcohol to help reduce the risks of novel coronavirus infection.		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=more-people-have-died-from-knowing-hillary-than-coronavirus," ""More people have died from knowing Hillary (Clinton)"" than from coronavirus.		",United States
3/7/2020,https://www.poynter.org/?ifcn_misinformation=u-s-hospitals-are-preparing-for-96-million-coronavirus-infections-and-nearly-half-a-million-deaths-leaked-documents-reveal," U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.		",United States
3/8/2020,https://www.poynter.org/?ifcn_misinformation=elderberry-syrup-protects-against-the-coronavirus," Elderberry syrup protects against the coronavirus.		",Europe
3/8/2020,https://www.poynter.org/?ifcn_misinformation=5g-is-accelerating-the-spread-of-the-new-coronavirus," 5G is accelerating the spread of the new coronavirus.		",Europe
3/8/2020,https://www.poynter.org/?ifcn_misinformation=an-italian-doctor-who-worked-at-the-shenzhen-hospital-in-china-issued-a-series-of-instuctions-for-locating-and-treating-the-new-coronavirus-sars-cov-2," An Italian doctor who worked at the Shenzhen hospital in China issued a series of instuctions for locating and treating the new coronavirus SARS-CoV-2.		",Europe
3/8/2020,https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-repeatedly-in-multiple-posts-on-facebook-twitter-and-whatsapp-which-claims-a-regional-government-in-india-has-recommended-that-the-juice-of-bitter-gourd-a-vegetable-often-used," A post has been shared on Facebook, Twitter and Whatsapp claims a regional government in India has recommended that the juice of bitter gourd, a vegetable often used in traditional medicine, is an effective treatment for the novel coronavirus.		",India
3/8/2020,https://www.poynter.org/?ifcn_misinformation=hot-air-application-through-a-hairdryer-on-the-face-to-heat-up-nostrils-and-the-sinus-kills-the-novel-coronavirus-2," Hot air application through a hairdryer on the face to heat up nostrils and the sinus kills the novel coronavirus.		",India
3/8/2020,https://www.poynter.org/?ifcn_misinformation=states-are-imposing-mandatory-leave-and-statewide-school-closures-due-to-coronavirus," States are imposing mandatory leave and statewise school closures due to coronavirus.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=danish-politician-says-greta-thunberg-gets-special-treatment-in-the-european-parliament-as-she-despite-the-current-outbreak-is-allowed-to-speak," Danish politician says Greta Thunberg gets special treatment in the European Parliament as she, despite the current outbreak, is allowed to speak.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=did-the-french-health-minister-underestimate-the-risk-of-contamination-in-france," The French health minister underestimated the risk of contamination in France.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=a-second-version-of-the-coronavirus-is-spreading-and-it-is-far-more-dangerous," A second version of the coronavirus is spreading and it is far more dangerous.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=hundreds-of-italian-families-are-running-away-from-the-virus-to-africa," Hundreds of Italian families are running away from the virus to Africa.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=this-laboratory-is-giving-money-to-people-who-would-agree-to-be-infected-with-the-coronavirus-sars-cov-2," This laboratory is giving money to people who would agree to be infected with the novel coronavirus.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=the-headline-of-a-newspaper-with-a-phrase-from-the-bolivian-chancellor-about-the-coronavirus," The headline of a newspaper with a phrase from the Bolivian chancellor about the coronavirus.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=people-of-the-muslim-community-have-prohibited-visiting-mecca-medina-to-avoid-the-outbreak-of-coronavirus-but-people-of-sanatan-religion-are-playing-holi-at-the-crematorium-of-kashi-vishwanath-as-a-p," People of the Muslim community have prohibited visiting Mecca Medina to avoid the outbreak of coronavirus, but people of Sanatan religion are playing Holi at the crematorium of Kashi Vishwanath as a pyre.		",India
3/9/2020,https://www.poynter.org/?ifcn_misinformation=video-shows-reciting-namaaz-and-quran-can-only-be-the-treatment-of-pandemic-covid-19," Video shows reciting Namaaz and Quran is the only treatment for COVID-19.		",India
3/9/2020,https://www.poynter.org/?ifcn_misinformation=unicef-advises-a-certain-set-of-steps-to-follow-for-coronavirus," UNICEF advises a certain set of steps to follow for coronavirus.		",India
3/9/2020,https://www.poynter.org/?ifcn_misinformation=aaj-tak-telecasted-a-news-in-which-the-chinese-pm-said-reading-quran-and-offering-namaz-is-the-only-cure-for-covid-19," In an Aaj Tak news report, the Chinese prime minister said, ""Reading Quran and offering namaz is the only cure for COVID-19.""		",India
3/9/2020,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis-in-italy," Availability of a kit for coronavirus self-diagnosis.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis," Availability of a kit for coronavirus self-diagnosis.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis-in-italy-2," Availability of a kit for coronavirus self-diagnosis in Italy.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=availability-of-a-kit-for-coronavirus-self-diagnosis-2," A kit for coronavirus self-diagnosis is available.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=sars-cov-2-can-be-killed-over-37-degrees-celsius," COVID-19 can be killed over 37 degrees Celsius.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=the-mayor-of-skopje-shilegov-returned-from-madrid-three-days-ago-and-the-government-had-passed-a-decree-requiring-all-passengers-from-spain-to-be-tested-for-coronavirus-and-placed-in-a-14-day-quaran," The Mayor of Skopje, Shilegov, returned from Madrid three days ago, and the government passed a decree requiring all passengers from Spain to be tested for coronavirus and placed in a 14-day quarantine.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=gang-in-madrid-pretending-to-be-doctors-to-steal-in-peoples-houses," Gang in Madrid is pretending to be doctors to steal from people's houses.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=the-bill-for-a-coronavirus-test-in-the-us-is-3-000," The bill for a coronavirus test in the US is 3.000$.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=viral-claims-propogating-unicef-message-about-coronavirus," Viral claims propagating UNICEF message about coronavirus.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=coronavirus-was-caused-by-a-mysterious-vaccine-activation-distributed-in-china-by-chemtrails-and-activated-by-5g," Coronavirus was caused by a mysterious vaccine activation distributed in China by chemtrails and activated by 5G.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=evaus-exam-is-going-to-be-postponed-to-june-18th-in-madrid," EvAU's exam is postponed to June 18 in Madrid.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=spanish-actress-cristina-pedroche-has-promised-to-show-a-boob-if-the-number-of-coronavirus-infections-gets-to-1-thousand-in-spain," Spanish actress Cristina Pedroche has promised to show a breast if the number of coronavirus infections reaches 1,000 in Spain.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=this-lysol-desinfectant-against-coronavirus-shows-the-virus-is-not-new," This Lysol disinfectant against coronavirus shows the virus is not new.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=a-doctor-called-lupita-yamamoto-lupercio-found-the-coronavirus-vaccine," A doctor named Lupita Yamamoto Lupercio found the coronavirus vaccine.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=madrids-government-has-announced-students-will-have-to-make-up-classes-during-summer-2," Madrid's government has announced students will have to make-up classes during summer.		",Europe
3/9/2020,https://www.poynter.org/?ifcn_misinformation=post-says-president-trump-has-come-into-contact-with-a-potential-coronavirus-sufferer," Post says ""President Trump has come into contact with a potential coronavirus sufferer!""		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=says-80-of-novel-coronavirus-cases-are-mild," Says 80% of novel coronavirus cases are ""mild.""		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=donating-blood-in-the-us-can-get-you-a-novel-coronavirus-test," Donating blood in the U.S. can get you a novel coronavirus test.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=hand-sanitizer-will-do-nothing-for-the-coronavirus," Hand sanitizer will ""do nothing for the coronavirus.""		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=freshly-boiled-garlic-water-is-a-cure-for-coronavirus," Freshly boiled garlic water is a cure for coronavirus.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=department-of-homeland-security-officials-says-illegal-border-crossings-may-spread-coronavirus," Department of Homeland Security official says illegal border crossings may spread coronavirus.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=a-nyc-man-with-suspected-coronavirus-drops-dead-in-the-middle-of-the-street," A NYC Man With Suspected coronavirus Drops Dead in the Middle of the Street.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=post-says-being-exposed-to-the-sun-for-two-hours-kills-the-2019-coronavirus," Post says ""being exposed to the sun for two hours"" kills the 2019 coronavirus.		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=barack-obama-set-up-anti-pandemic-programs-in-47-vulnerable-countries-as-a-way-to-protect-against-something-like-the-coronavirus-exactly-do-you-know-that-trump-closed-37-of-them," ""(Former U.S. President Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus. Do you know that Trump closed 37 of them?""		",United States
3/9/2020,https://www.poynter.org/?ifcn_misinformation=coronavirus-22-clintons-39," ""Coronavirus?  22. Clintons?  39.""		",United States
3/10/2020,https://www.poynter.org/?ifcn_misinformation=flu-vaccine-does-not-increase-the-risk-of-a-coronavirus-infection," Flu vaccine does not increase the risk of a coronavirus infection.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=antibiotic-azitromycin-cures-covid-19," Antibiotic azitromycin cures COVID-19.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=holding-your-breath-is-an-effective-way-to-self-diagnose-for-covid-19," Holding your breath is an effective way to self-diagnose for COVID-19.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=coronavirus-is-actually-chemtrail-lungs," Coronavirus is actually chemtrail lungs.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=do-americans-have-to-pay-3000-or-4000-for-a-day-of-containment," Americans have to pay $3,000 or $4,000 for a day of containment.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=drinking-hot-tea-can-prevent-from-catching-covid-19," Drinking hot tea can prevent coronavirus infection.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=first-patient-healed-in-algeria," Senegalese president and government appears with masks during a press conference.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=senegalese-president-and-government-appears-with-masks-during-a-press-conference," Senegalese president and government appears with masks during a press conference.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=you-can-kill-the-coronavirus-by-drinking-hot-drinks," You can kill the coronavirus by drinking hot drinks.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=first-patient-healed-in-algeria-2," First patient healed in Algeria.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=while-everybody-is-busy-with-coronavirus-authorities-in-gorlitz-in-germany-secretly-brought-asymlum-seekers-in-to-the-city," While everybody is busy with coronavirus, authorities in Grlitz, Germany, secretly brought asylum seekers into the city.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=vitamin-c-kills-viruses," Vitamin C kills viruses.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=tips-against-coronavirus-like-holding-your-breath-and-drinking-water," Tips against coronavirus like holding your breath and drinking water.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=tips-against-coronavirus-like-holding-your-breath-and-drinking-water-2," Tips against coronavirus include holding your breath and drinking water.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=a-video-where-a-woman-dressed-like-a-chef-prepares-food-with-only-one-glove-and-she-blows-on-it-with-no-protections-the-video-would-have-been-shot-in-africa-during-the-covid-19-pandemic," A video where a woman dressed like a Chef prepares food with only one glove, and she blows on it with no protections. The video would have been shot in Africa during the COVID-19 pandemic.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=the-italian-department-of-civil-protection-has-communicated-that-since-the-16h-of-march-there-is-the-possibilty-that-will-be-introduce-the-bio-containment-bsl-4," The Italian department of civil protection has communicated that from 3/16/20, the bio-containment BSL-4 can be introduced.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=the-italian-ministry-of-interior-ruled-with-a-public-statment-that-police-will-check-all-the-people-that-will-exit-from-their-house," The Italian Ministry of Interior ruled with a public statement that police will check all people as they exit from their houses.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=200-new-cases-of-covid-19-registered-in-lithuania-people-are-cleansed-with-bleach-at-the-vilnius-international-airport-and-are-taken-to-a-small-tent-town-nearby," 200 new cases of COVID-19 registered in Lithuania. People are ""cleansed with bleach"" at the Vilnius international airport and taken to a small tent-town nearby.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=a-macedonian-coronavirus-patient-the-director-of-the-skin-clinic-was-at-the-wedding-of-the-secretary-general-of-the-social-democratic-union-of-macedonia," A Macedonian coronavirus patient, the director of the Skin Clinic, was at the wedding of the Secretary General of the Social Democratic Union of Macedonia.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=fake-coronavirus-pandemic-is-a-cover-up-for-the-5g-disease," Fake coronavirus pandemic is a cover-up for the ""5G disease.""		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=unicef-%e2%80%8b%e2%80%8badvises-not-to-eat-ice-cream-because-it-reinforces-infection-with-the-new-coronavirus," UNICEF advises not to eat ice cream because it reinforces infection with the new coronavirus.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=thieves-in-palma-spain-pretending-to-be-doctors-to-steal-in-peoples-houses," Thieves in Palma (Spain) are pretending to be doctors to steal in people's houses.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=gang-in-vitoria-pretending-to-be-doctors-to-steal-in-peoples-houses," Gang in Vitoria pretending to be doctors to steal from people's houses.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=vitamin-c-and-warm-water-with-lemon-are-effective-ways-of-preventing-covid-19," Vitamin C and warm water with lemon are effective ways of preventing COVID-19.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=the-head-of-coordinated-emergences-fernando-simon-has-said-that-is-better-to-get-coronavirus-now-because-later-it-will-be-no-space-in-hospitals," The head of Coordinated Emergences, Fernando Simon, has said that is better to get coronavirus now, because later there will be no space in hospitals.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=madrids-government-has-announced-students-will-have-to-make-up-classes-during-summer," Madrid's government has announced students will have to make-up classes during summer.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=public-broadcast-rtve-published-a-map-of-coronavirus-cases-in-spain-that-in-fact-was-a-map-of-penis-average-size-in-different-regions," Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis' average size in different regions.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=classes-were-cancelled-in-all-basque-country-because-of-coronavirus," Classes were canceled in Basque Country because of coronavirus.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=regional-government-of-castilla-la-mancha-announced-in-twitter-the-closing-of-schools-until-april-1," Regional government of Castilla-La Mancha announced in Twitter the closing of schools until April 1.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=spanish-education-minister-isabel-celaa-wore-purple-latex-gloves-on-womens-day-demonstration-because-she-was-afraid-of-coronavirus," Spanish Education minister Isabel Cela  wore purple latex gloves on a Women's Day demonstration because she was afraid of the coronavirus.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=madrid-ex-mayor-manuel-carmena-has-coronavirus," Madrid ex-mayor Manuel Carmena has coronavirus.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=audio-from-whatsapp-in-which-the-head-of-cardiology-at-the-gregorio-maranon-hospital-states-that-we-are-in-a-moment-of-uncontrolled-coronavirus-infection," Audio from WhatsApp in which the head of cardiology at the Gregorio Mara¤¢n Hospital states that we are in a moment of uncontrolled coronavirus infection.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=galicia-suspended-classes-because-of-coronavirus-march-10th," Galicia suspended classes because of coronavirus on 3/10/20.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=empty-supermarket-in-madrid-after-measures-announced-against-coronavirus," Empty supermarket in Madrid after measures announced against coronavirus.		",Europe
3/10/2020,https://www.poynter.org/?ifcn_misinformation=manuela-carmena-ex-mayor-of-madrid-got-infected-of-coronavirus," Manuela Carmena, ex-mayor of Madrid, got infected with coronavirus.		",Europe
